#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
Karte_des_Deutschen_Reiches_-_006_-_Gramm_(1880).jpg,16932824,"{}",4,1,"{""name"":""point"",""cx"":6502,""cy"":736}","{}"
Karte_des_Deutschen_Reiches_-_006_-_Gramm_(1880).jpg,16932824,"{}",4,2,"{""name"":""point"",""cx"":6509,""cy"":5615}","{}"
Karte_des_Deutschen_Reiches_-_006_-_Gramm_(1880).jpg,16932824,"{}",4,3,"{""name"":""point"",""cx"":988,""cy"":5623}","{}"
Karte_des_Deutschen_Reiches_-_007_-_Hadersleben_(1880).jpg,16870951,"{}",4,0,"{""name"":""point"",""cx"":1008,""cy"":703}","{}"
Karte_des_Deutschen_Reiches_-_007_-_Hadersleben_(1880).jpg,16870951,"{}",4,1,"{""name"":""point"",""cx"":6494,""cy"":690}","{}"
Karte_des_Deutschen_Reiches_-_007_-_Hadersleben_(1880).jpg,16870951,"{}",4,2,"{""name"":""point"",""cx"":6529,""cy"":5567}","{}"
Karte_des_Deutschen_Reiches_-_007_-_Hadersleben_(1880).jpg,16870951,"{}",4,3,"{""name"":""point"",""cx"":1005,""cy"":5578}","{}"
Karte_des_Deutschen_Reiches_-_008_-_Kinten_(1880).jpg,10327315,"{}",4,0,"{""name"":""point"",""cx"":1020,""cy"":719}","{}"
Karte_des_Deutschen_Reiches_-_008_-_Kinten_(1880).jpg,10327315,"{}",4,1,"{""name"":""point"",""cx"":6561,""cy"":702}","{}"
Karte_des_Deutschen_Reiches_-_008_-_Kinten_(1880).jpg,10327315,"{}",4,2,"{""name"":""point"",""cx"":6583,""cy"":5634}","{}"
Karte_des_Deutschen_Reiches_-_008_-_Kinten_(1880).jpg,10327315,"{}",4,3,"{""name"":""point"",""cx"":1012,""cy"":5623}","{}"
Karte_des_Deutschen_Reiches_-_009_-_Heydekrug_(1880).jpg,17410410,"{}",4,0,"{""name"":""point"",""cx"":1041,""cy"":704}","{}"
Karte_des_Deutschen_Reiches_-_009_-_Heydekrug_(1880).jpg,17410410,"{}",4,1,"{""name"":""point"",""cx"":6515,""cy"":702}","{}"
Karte_des_Deutschen_Reiches_-_009_-_Heydekrug_(1880).jpg,17410410,"{}",4,2,"{""name"":""point"",""cx"":6525,""cy"":5580}","{}"
Karte_des_Deutschen_Reiches_-_009_-_Heydekrug_(1880).jpg,17410410,"{}",4,3,"{""name"":""point"",""cx"":997,""cy"":5571}","{}"
Karte_des_Deutschen_Reiches_-_010_-_Medischkehmen_-_018_-_Tilsit_(1861).jpg,19983677,"{}",4,0,"{""name"":""point"",""cx"":538,""cy"":336}","{}"
Karte_des_Deutschen_Reiches_-_010_-_Medischkehmen_-_018_-_Tilsit_(1861).jpg,19983677,"{}",4,1,"{""name"":""point"",""cx"":6118,""cy"":376}","{}"
Karte_des_Deutschen_Reiches_-_010_-_Medischkehmen_-_018_-_Tilsit_(1861).jpg,19983677,"{}",4,2,"{""name"":""point"",""cx"":6123,""cy"":6730}","{}"
Karte_des_Deutschen_Reiches_-_010_-_Medischkehmen_-_018_-_Tilsit_(1861).jpg,19983677,"{}",4,3,"{""name"":""point"",""cx"":519,""cy"":6700}","{}"
Karte_des_Deutschen_Reiches_-_011_-_Röm_(1881).jpg,15404059,"{}",4,0,"{""name"":""point"",""cx"":1012,""cy"":742}","{}"
Karte_des_Deutschen_Reiches_-_011_-_Röm_(1881).jpg,15404059,"{}",4,1,"{""name"":""point"",""cx"":6523,""cy"":745}","{}"
Karte_des_Deutschen_Reiches_-_011_-_Röm_(1881).jpg,15404059,"{}",4,2,"{""name"":""point"",""cx"":6555,""cy"":5621}","{}"
Karte_des_Deutschen_Reiches_-_011_-_Röm_(1881).jpg,15404059,"{}",4,3,"{""name"":""point"",""cx"":1006,""cy"":5612}","{}"
Karte_des_Deutschen_Reiches_-_79a_-_Helgoland_(1893).jpg,9155675,"{}",4,0,"{""name"":""point"",""cx"":960,""cy"":743}","{}"
Karte_des_Deutschen_Reiches_-_79a_-_Helgoland_(1893).jpg,9155675,"{}",4,1,"{""name"":""point"",""cx"":6630,""cy"":730}","{}"
Karte_des_Deutschen_Reiches_-_79a_-_Helgoland_(1893).jpg,9155675,"{}",4,2,"{""name"":""point"",""cx"":6659,""cy"":5601}","{}"
Karte_des_Deutschen_Reiches_-_79a_-_Helgoland_(1893).jpg,9155675,"{}",4,3,"{""name"":""point"",""cx"":960,""cy"":5606}","{}"
Karte_des_Deutschen_Reiches_-_168_Ortelsburg_(1880).jpg,16938167,"{}",4,0,"{""name"":""point"",""cx"":916,""cy"":680}","{}"
Karte_des_Deutschen_Reiches_-_168_Ortelsburg_(1880).jpg,16938167,"{}",4,1,"{""name"":""point"",""cx"":6717,""cy"":709}","{}"
Karte_des_Deutschen_Reiches_-_168_Ortelsburg_(1880).jpg,16938167,"{}",4,2,"{""name"":""point"",""cx"":6711,""cy"":5645}","{}"
Karte_des_Deutschen_Reiches_-_168_Ortelsburg_(1880).jpg,16938167,"{}",4,3,"{""name"":""point"",""cx"":883,""cy"":5599}","{}"
Karte_des_Deutschen_Reiches_-_173_-_Aurich_(1903).jpg,16735995,"{}",4,0,"{""name"":""point"",""cx"":797,""cy"":753}","{}"
Karte_des_Deutschen_Reiches_-_173_-_Aurich_(1903).jpg,16735995,"{}",4,1,"{""name"":""point"",""cx"":6581,""cy"":762}","{}"
Karte_des_Deutschen_Reiches_-_173_-_Aurich_(1903).jpg,16735995,"{}",4,2,"{""name"":""point"",""cx"":6612,""cy"":5588}","{}"
Karte_des_Deutschen_Reiches_-_173_-_Aurich_(1903).jpg,16735995,"{}",4,3,"{""name"":""point"",""cx"":779,""cy"":5571}","{}"
Karte_des_Deutschen_Reiches_-_259_-_Diepholz_(1903).jpg,14808360,"{}",4,0,"{""name"":""point"",""cx"":704,""cy"":603}","{}"
Karte_des_Deutschen_Reiches_-_259_-_Diepholz_(1903).jpg,14808360,"{}",4,1,"{""name"":""point"",""cx"":6612,""cy"":603}","{}"
Karte_des_Deutschen_Reiches_-_259_-_Diepholz_(1903).jpg,14808360,"{}",4,2,"{""name"":""point"",""cx"":6633,""cy"":5433}","{}"
Karte_des_Deutschen_Reiches_-_259_-_Diepholz_(1903).jpg,14808360,"{}",4,3,"{""name"":""point"",""cx"":698,""cy"":5420}","{}"
Karte_des_Deutschen_Reiches_-_327_-_Cleve_(1904).jpg,18103718,"{}",4,0,"{""name"":""point"",""cx"":725,""cy"":689}","{}"
Karte_des_Deutschen_Reiches_-_327_-_Cleve_(1904).jpg,18103718,"{}",4,1,"{""name"":""point"",""cx"":6709,""cy"":685}","{}"
Karte_des_Deutschen_Reiches_-_327_-_Cleve_(1904).jpg,18103718,"{}",4,2,"{""name"":""point"",""cx"":6731,""cy"":5492}","{}"
Karte_des_Deutschen_Reiches_-_327_-_Cleve_(1904).jpg,18103718,"{}",4,3,"{""name"":""point"",""cx"":716,""cy"":5492}","{}"
Karte_des_Deutschen_Reiches_-_328_-_Bocholt_(1901).jpg,19997134,"{}",4,0,"{""name"":""point"",""cx"":707,""cy"":559}","{}"
Karte_des_Deutschen_Reiches_-_328_-_Bocholt_(1901).jpg,19997134,"{}",4,1,"{""name"":""point"",""cx"":6730,""cy"":576}","{}"
Karte_des_Deutschen_Reiches_-_328_-_Bocholt_(1901).jpg,19997134,"{}",4,2,"{""name"":""point"",""cx"":6712,""cy"":5437}","{}"
Karte_des_Deutschen_Reiches_-_328_-_Bocholt_(1901).jpg,19997134,"{}",4,3,"{""name"":""point"",""cx"":672,""cy"":5409}","{}"
Karte_des_Deutschen_Reiches_-_329_-_Coesfeld_(1901).jpg,17834647,"{}",4,0,"{""name"":""point"",""cx"":709,""cy"":620}","{}"
Karte_des_Deutschen_Reiches_-_329_-_Coesfeld_(1901).jpg,17834647,"{}",4,1,"{""name"":""point"",""cx"":6735,""cy"":595}","{}"
Karte_des_Deutschen_Reiches_-_329_-_Coesfeld_(1901).jpg,17834647,"{}",4,2,"{""name"":""point"",""cx"":6770,""cy"":5434}","{}"
Karte_des_Deutschen_Reiches_-_329_-_Coesfeld_(1901).jpg,17834647,"{}",4,3,"{""name"":""point"",""cx"":727,""cy"":5457}","{}"
Karte_des_Deutschen_Reiches_-_330_-_Münster_(1902).jpg,19004364,"{}",4,0,"{""name"":""point"",""cx"":697,""cy"":616}","{}"
Karte_des_Deutschen_Reiches_-_330_-_Münster_(1902).jpg,19004364,"{}",4,1,"{""name"":""point"",""cx"":6697,""cy"":625}","{}"
Karte_des_Deutschen_Reiches_-_330_-_Münster_(1902).jpg,19004364,"{}",4,2,"{""name"":""point"",""cx"":6702,""cy"":5451}","{}"
Karte_des_Deutschen_Reiches_-_330_-_Münster_(1902).jpg,19004364,"{}",4,3,"{""name"":""point"",""cx"":679,""cy"":5454}","{}"
Karte_des_Deutschen_Reiches_-_331_-_Warendorf_(1902).jpg,19047019,"{}",4,0,"{""name"":""point"",""cx"":751,""cy"":673}","{}"
Karte_des_Deutschen_Reiches_-_331_-_Warendorf_(1902).jpg,19047019,"{}",4,1,"{""name"":""point"",""cx"":6763,""cy"":657}","{}"
Karte_des_Deutschen_Reiches_-_331_-_Warendorf_(1902).jpg,19047019,"{}",4,2,"{""name"":""point"",""cx"":6790,""cy"":5479}","{}"
Karte_des_Deutschen_Reiches_-_331_-_Warendorf_(1902).jpg,19047019,"{}",4,3,"{""name"":""point"",""cx"":741,""cy"":5490}","{}"
Karte_des_Deutschen_Reiches_-_332_-_Gütersloh_(1902).jpg,19427820,"{}",4,0,"{""name"":""point"",""cx"":662,""cy"":644}","{}"
Karte_des_Deutschen_Reiches_-_332_-_Gütersloh_(1902).jpg,19427820,"{}",4,1,"{""name"":""point"",""cx"":6687,""cy"":637}","{}"
Karte_des_Deutschen_Reiches_-_332_-_Gütersloh_(1902).jpg,19427820,"{}",4,2,"{""name"":""point"",""cx"":6704,""cy"":5452}","{}"
Karte_des_Deutschen_Reiches_-_332_-_Gütersloh_(1902).jpg,19427820,"{}",4,3,"{""name"":""point"",""cx"":662,""cy"":5472}","{}"
Karte_des_Deutschen_Reiches_-_333_-_Detmold_(1905).jpg,19899930,"{}",4,0,"{""name"":""point"",""cx"":735,""cy"":709}","{}"
Karte_des_Deutschen_Reiches_-_333_-_Detmold_(1905).jpg,19899930,"{}",4,1,"{""name"":""point"",""cx"":6738,""cy"":703}","{}"
Karte_des_Deutschen_Reiches_-_333_-_Detmold_(1905).jpg,19899930,"{}",4,2,"{""name"":""point"",""cx"":6739,""cy"":5522}","{}"
Karte_des_Deutschen_Reiches_-_333_-_Detmold_(1905).jpg,19899930,"{}",4,3,"{""name"":""point"",""cx"":719,""cy"":5525}","{}"
Karte_des_Deutschen_Reiches_-_352_-_Geldern_(1902).jpg,19367914,"{}",4,0,"{""name"":""point"",""cx"":707,""cy"":663}","{}"
Karte_des_Deutschen_Reiches_-_352_-_Geldern_(1902).jpg,19367914,"{}",4,1,"{""name"":""point"",""cx"":6744,""cy"":662}","{}"
Karte_des_Deutschen_Reiches_-_352_-_Geldern_(1902).jpg,19367914,"{}",4,2,"{""name"":""point"",""cx"":6750,""cy"":5506}","{}"
Karte_des_Deutschen_Reiches_-_352_-_Geldern_(1902).jpg,19367914,"{}",4,3,"{""name"":""point"",""cx"":680,""cy"":5488}","{}"
Karte_des_Deutschen_Reiches_-_353_-_Wesel_(1901).jpg,18678721,"{}",4,0,"{""name"":""point"",""cx"":687,""cy"":651}","{}"
Karte_des_Deutschen_Reiches_-_353_-_Wesel_(1901).jpg,18678721,"{}",4,1,"{""name"":""point"",""cx"":6717,""cy"":653}","{}"
Karte_des_Deutschen_Reiches_-_353_-_Wesel_(1901).jpg,18678721,"{}",4,2,"{""name"":""point"",""cx"":6742,""cy"":5471}","{}"
Karte_des_Deutschen_Reiches_-_353_-_Wesel_(1901).jpg,18678721,"{}",4,3,"{""name"":""point"",""cx"":674,""cy"":5468}","{}"
Karte_des_Deutschen_Reiches_-_354_-_Recklinghausen_(1901).jpg,20902298,"{}",4,0,"{""name"":""point"",""cx"":693,""cy"":632}","{}"
Karte_des_Deutschen_Reiches_-_354_-_Recklinghausen_(1901).jpg,20902298,"{}",4,1,"{""name"":""point"",""cx"":6737,""cy"":627}","{}"
Karte_des_Deutschen_Reiches_-_354_-_Recklinghausen_(1901).jpg,20902298,"{}",4,2,"{""name"":""point"",""cx"":6767,""cy"":5459}","{}"
Karte_des_Deutschen_Reiches_-_354_-_Recklinghausen_(1901).jpg,20902298,"{}",4,3,"{""name"":""point"",""cx"":687,""cy"":5458}","{}"
Karte_des_Deutschen_Reiches_-_355_-_Dortmund_(1892).jpg,19022298,"{}",4,0,"{""name"":""point"",""cx"":692,""cy"":655}","{}"
Karte_des_Deutschen_Reiches_-_355_-_Dortmund_(1892).jpg,19022298,"{}",4,1,"{""name"":""point"",""cx"":6755,""cy"":677}","{}"
Karte_des_Deutschen_Reiches_-_355_-_Dortmund_(1892).jpg,19022298,"{}",4,2,"{""name"":""point"",""cx"":6759,""cy"":5506}","{}"
Karte_des_Deutschen_Reiches_-_355_-_Dortmund_(1892).jpg,19022298,"{}",4,3,"{""name"":""point"",""cx"":673,""cy"":5492}","{}"
Karte_des_Deutschen_Reiches_-_356_-_Soest_(1902).jpg,18936298,"{}",4,0,"{""name"":""point"",""cx"":745,""cy"":688}","{}"
Karte_des_Deutschen_Reiches_-_356_-_Soest_(1902).jpg,18936298,"{}",4,1,"{""name"":""point"",""cx"":6776,""cy"":673}","{}"
Karte_des_Deutschen_Reiches_-_356_-_Soest_(1902).jpg,18936298,"{}",4,2,"{""name"":""point"",""cx"":6790,""cy"":5517}","{}"
Karte_des_Deutschen_Reiches_-_356_-_Soest_(1902).jpg,18936298,"{}",4,3,"{""name"":""point"",""cx"":725,""cy"":5522}","{}"
Karte_des_Deutschen_Reiches_-_357_-_Paderborn_(1902).jpg,18382995,"{}",4,0,"{""name"":""point"",""cx"":681,""cy"":658}","{}"
Karte_des_Deutschen_Reiches_-_357_-_Paderborn_(1902).jpg,18382995,"{}",4,1,"{""name"":""point"",""cx"":6699,""cy"":637}","{}"
Karte_des_Deutschen_Reiches_-_357_-_Paderborn_(1902).jpg,18382995,"{}",4,2,"{""name"":""point"",""cx"":6736,""cy"":5466}","{}"
Karte_des_Deutschen_Reiches_-_357_-_Paderborn_(1902).jpg,18382995,"{}",4,3,"{""name"":""point"",""cx"":680,""cy"":5475}","{}"
Karte_des_Deutschen_Reiches_-_358_-_Brakel_(1905).jpg,19699284,"{}",4,0,"{""name"":""point"",""cx"":734,""cy"":703}","{}"
Karte_des_Deutschen_Reiches_-_358_-_Brakel_(1905).jpg,19699284,"{}",4,1,"{""name"":""point"",""cx"":6753,""cy"":700}","{}"
Karte_des_Deutschen_Reiches_-_358_-_Brakel_(1905).jpg,19699284,"{}",4,2,"{""name"":""point"",""cx"":6760,""cy"":5547}","{}"
Karte_des_Deutschen_Reiches_-_358_-_Brakel_(1905).jpg,19699284,"{}",4,3,"{""name"":""point"",""cx"":698,""cy"":5543}","{}"
Karte_des_Deutschen_Reiches_-_377_-_Kaldenkirchen_(1903).jpg,18789463,"{}",4,0,"{""name"":""point"",""cx"":691,""cy"":547}","{}"
Karte_des_Deutschen_Reiches_-_377_-_Kaldenkirchen_(1903).jpg,18789463,"{}",4,1,"{""name"":""point"",""cx"":6789,""cy"":528}","{}"
Karte_des_Deutschen_Reiches_-_377_-_Kaldenkirchen_(1903).jpg,18789463,"{}",4,2,"{""name"":""point"",""cx"":6804,""cy"":5384}","{}"
Karte_des_Deutschen_Reiches_-_377_-_Kaldenkirchen_(1903).jpg,18789463,"{}",4,3,"{""name"":""point"",""cx"":683,""cy"":5381}","{}"
Karte_des_Deutschen_Reiches_-_378_-_Crefeld_(1901).jpg,17810570,"{}",4,0,"{""name"":""point"",""cx"":734,""cy"":588}","{}"
Karte_des_Deutschen_Reiches_-_378_-_Crefeld_(1901).jpg,17810570,"{}",4,1,"{""name"":""point"",""cx"":6837,""cy"":597}","{}"
Karte_des_Deutschen_Reiches_-_378_-_Crefeld_(1901).jpg,17810570,"{}",4,2,"{""name"":""point"",""cx"":6846,""cy"":5426}","{}"
Karte_des_Deutschen_Reiches_-_378_-_Crefeld_(1901).jpg,17810570,"{}",4,3,"{""name"":""point"",""cx"":737,""cy"":5417}","{}"
Karte_des_Deutschen_Reiches_-_379_-_Elberfeld_(1901).jpg,20164457,"{}",4,0,"{""name"":""point"",""cx"":750,""cy"":616}","{}"
Karte_des_Deutschen_Reiches_-_379_-_Elberfeld_(1901).jpg,20164457,"{}",4,1,"{""name"":""point"",""cx"":6843,""cy"":615}","{}"
Karte_des_Deutschen_Reiches_-_379_-_Elberfeld_(1901).jpg,20164457,"{}",4,2,"{""name"":""point"",""cx"":6824,""cy"":5467}","{}"
Karte_des_Deutschen_Reiches_-_379_-_Elberfeld_(1901).jpg,20164457,"{}",4,3,"{""name"":""point"",""cx"":725,""cy"":5458}","{}"
Karte_des_Deutschen_Reiches_-_380_-_Iserlohn_(1901).jpg,20373555,"{}",5,1,"{""name"":""point"",""cx"":738,""cy"":588}","{}"
Karte_des_Deutschen_Reiches_-_380_-_Iserlohn_(1901).jpg,20373555,"{}",5,2,"{""name"":""point"",""cx"":6818,""cy"":630}","{}"
Karte_des_Deutschen_Reiches_-_380_-_Iserlohn_(1901).jpg,20373555,"{}",5,3,"{""name"":""point"",""cx"":6819,""cy"":5459}","{}"
Karte_des_Deutschen_Reiches_-_380_-_Iserlohn_(1901).jpg,20373555,"{}",5,4,"{""name"":""point"",""cx"":705,""cy"":5417}","{}"
Karte_des_Deutschen_Reiches_-_381_-_Arnsberg_(1902).jpg,20678423,"{}",4,0,"{""name"":""point"",""cx"":710,""cy"":644}","{}"
Karte_des_Deutschen_Reiches_-_381_-_Arnsberg_(1902).jpg,20678423,"{}",4,1,"{""name"":""point"",""cx"":6810,""cy"":646}","{}"
Karte_des_Deutschen_Reiches_-_381_-_Arnsberg_(1902).jpg,20678423,"{}",4,2,"{""name"":""point"",""cx"":6811,""cy"":5493}","{}"
Karte_des_Deutschen_Reiches_-_381_-_Arnsberg_(1902).jpg,20678423,"{}",4,3,"{""name"":""point"",""cx"":697,""cy"":5486}","{}"
Karte_des_Deutschen_Reiches_-_382_-_Brilon_(1904).jpg,19967317,"{}",4,0,"{""name"":""point"",""cx"":652,""cy"":716}","{}"
Karte_des_Deutschen_Reiches_-_382_-_Brilon_(1904).jpg,19967317,"{}",4,1,"{""name"":""point"",""cx"":6736,""cy"":692}","{}"
Karte_des_Deutschen_Reiches_-_382_-_Brilon_(1904).jpg,19967317,"{}",4,2,"{""name"":""point"",""cx"":6776,""cy"":5514}","{}"
Karte_des_Deutschen_Reiches_-_382_-_Brilon_(1904).jpg,19967317,"{}",4,3,"{""name"":""point"",""cx"":667,""cy"":5521}","{}"
Karte_des_Deutschen_Reiches_-_383_-_Arolsen.jpg,19325202,"{}",4,0,"{""name"":""point"",""cx"":704,""cy"":719}","{}"
Karte_des_Deutschen_Reiches_-_383_-_Arolsen.jpg,19325202,"{}",4,1,"{""name"":""point"",""cx"":6815,""cy"":721}","{}"
Karte_des_Deutschen_Reiches_-_383_-_Arolsen.jpg,19325202,"{}",4,2,"{""name"":""point"",""cx"":6834,""cy"":5585}","{}"
Karte_des_Deutschen_Reiches_-_383_-_Arolsen.jpg,19325202,"{}",4,3,"{""name"":""point"",""cx"":683,""cy"":5577}","{}"
Karte_des_Deutschen_Reiches_-_402_-_Erkelenz_(1903).jpg,18010155,"{}",4,0,"{""name"":""point"",""cx"":689,""cy"":627}","{}"
Karte_des_Deutschen_Reiches_-_402_-_Erkelenz_(1903).jpg,18010155,"{}",4,1,"{""name"":""point"",""cx"":6814,""cy"":626}","{}"
Karte_des_Deutschen_Reiches_-_402_-_Erkelenz_(1903).jpg,18010155,"{}",4,2,"{""name"":""point"",""cx"":6840,""cy"":5464}","{}"
Karte_des_Deutschen_Reiches_-_402_-_Erkelenz_(1903).jpg,18010155,"{}",4,3,"{""name"":""point"",""cx"":678,""cy"":5454}","{}"
Karte_des_Deutschen_Reiches_-_403_-_Düsseldorf_(1901).jpg,18086477,"{}",4,0,"{""name"":""point"",""cx"":687,""cy"":625}","{}"
Karte_des_Deutschen_Reiches_-_403_-_Düsseldorf_(1901).jpg,18086477,"{}",4,1,"{""name"":""point"",""cx"":6818,""cy"":619}","{}"
Karte_des_Deutschen_Reiches_-_403_-_Düsseldorf_(1901).jpg,18086477,"{}",4,2,"{""name"":""point"",""cx"":6822,""cy"":5483}","{}"
Karte_des_Deutschen_Reiches_-_403_-_Düsseldorf_(1901).jpg,18086477,"{}",4,3,"{""name"":""point"",""cx"":666,""cy"":5482}","{}"
Karte_des_Deutschen_Reiches_-_404_-_Solingen_(1901).jpg,20146280,"{}",4,0,"{""name"":""point"",""cx"":711,""cy"":611}","{}"
Karte_des_Deutschen_Reiches_-_404_-_Solingen_(1901).jpg,20146280,"{}",4,1,"{""name"":""point"",""cx"":6833,""cy"":645}","{}"
Karte_des_Deutschen_Reiches_-_404_-_Solingen_(1901).jpg,20146280,"{}",4,2,"{""name"":""point"",""cx"":6811,""cy"":5488}","{}"
Karte_des_Deutschen_Reiches_-_404_-_Solingen_(1901).jpg,20146280,"{}",4,3,"{""name"":""point"",""cx"":668,""cy"":5456}","{}"
Karte_des_Deutschen_Reiches_-_405_-_Lüdenscheid_(1903).jpg,20344927,"{}",4,0,"{""name"":""point"",""cx"":622,""cy"":705}","{}"
Karte_des_Deutschen_Reiches_-_405_-_Lüdenscheid_(1903).jpg,20344927,"{}",4,1,"{""name"":""point"",""cx"":6760,""cy"":705}","{}"
Karte_des_Deutschen_Reiches_-_405_-_Lüdenscheid_(1903).jpg,20344927,"{}",4,2,"{""name"":""point"",""cx"":6755,""cy"":5560}","{}"
Karte_des_Deutschen_Reiches_-_405_-_Lüdenscheid_(1903).jpg,20344927,"{}",4,3,"{""name"":""point"",""cx"":594,""cy"":5553}","{}"
Karte_des_Deutschen_Reiches_-_406_-_Attendorn_(1902).jpg,20812779,"{}",4,0,"{""name"":""point"",""cx"":663,""cy"":681}","{}"
Karte_des_Deutschen_Reiches_-_406_-_Attendorn_(1902).jpg,20812779,"{}",4,1,"{""name"":""point"",""cx"":6819,""cy"":695}","{}"
Karte_des_Deutschen_Reiches_-_406_-_Attendorn_(1902).jpg,20812779,"{}",4,2,"{""name"":""point"",""cx"":6817,""cy"":5560}","{}"
Karte_des_Deutschen_Reiches_-_406_-_Attendorn_(1902).jpg,20812779,"{}",4,3,"{""name"":""point"",""cx"":652,""cy"":5540}","{}"
Karte_des_Deutschen_Reiches_-_407_-_Berleburg_(1913).jpg,19745324,"{}",4,0,"{""name"":""point"",""cx"":629,""cy"":718}","{}"
Karte_des_Deutschen_Reiches_-_407_-_Berleburg_(1913).jpg,19745324,"{}",4,1,"{""name"":""point"",""cx"":6852,""cy"":649}","{}"
Karte_des_Deutschen_Reiches_-_407_-_Berleburg_(1913).jpg,19745324,"{}",4,2,"{""name"":""point"",""cx"":6901,""cy"":5586}","{}"
Karte_des_Deutschen_Reiches_-_407_-_Berleburg_(1913).jpg,19745324,"{}",4,3,"{""name"":""point"",""cx"":647,""cy"":5634}","{}"
Karte_des_Deutschen_Reiches_-_408_-_Fritzlar_(1911).jpg,20636556,"{}",4,0,"{""name"":""point"",""cx"":746,""cy"":720}","{}"
Karte_des_Deutschen_Reiches_-_408_-_Fritzlar_(1911).jpg,20636556,"{}",4,1,"{""name"":""point"",""cx"":6884,""cy"":710}","{}"
